OBJECTID,LocationDesc,Bound,StartDate,StartDay,EndDate,EndDay,ADTVolume,AMVolume,AMPkHrVol,PMVolume,PMPkHrVol,ExceptType,Comment,CountID,LocationID,CountType,x,y
3318,SE 20TH AVE S of LOCUST AVE,N,10/9/2017,TUE,10/12/2017,FRI,2456,986,260,1470,183,Normal Weekday,@ 2325,17101084.VL2,LEG43555,VOLUME,-13652793.0713,5702264.418799996
3319,SE 20TH AVE S of LOCUST AVE,S,10/9/2017,TUE,10/12/2017,FRI,2106,612,123,1494,225,Normal Weekday,@ 2325,17101084.VL2,LEG43555,VOLUME,-13652793.0713,5702264.418799996
3320,SE 21ST AVE N of LAFAYETTE ST,S,1/28/2015,THU,1/29/2015,FRI,1234,428,91,806,154,Normal Weekday,@ 3357,15012905.VL1,LEG43700,VOLUME,-13652742.3231,5700136.225199997
3321,SE 21ST AVE S of BROOKLYN ST,N,12/3/2018,TUE,12/4/2018,WED,2281,810,178,1471,188,Normal Weekday,,181204102.VL2,LEG43657,VOLUME,-13652739.526700001,5700774.255800001
3322,SE 21ST AVE S of BROOKLYN ST,S,12/3/2018,TUE,12/4/2018,WED,2559,790,152,1769,245,Normal Weekday,,181204102.VL2,LEG43657,VOLUME,-13652739.526700001,5700774.255800001
3323,SE 21ST AVE S of IVON ST,N,5/31/2016,WED,6/2/2016,FRI,2843,1127,305,1716,230,Normal Weekday,WITH BIKES,16060174.VL2,LEG43649,VOLUME,-13652738.1507,5701214.186399996
3324,SE 21ST AVE S of IVON ST,S,5/31/2016,WED,6/2/2016,FRI,3161,859,156,2302,330,Normal Weekday,WITH BIKES,16060174.VL2,LEG43649,VOLUME,-13652738.1507,5701214.186399996
3325,SE 21ST AVE S of IVON ST,N,5/31/2016,WED,6/2/2016,FRI,2278,788,201,1490,196,Normal Weekday,WITHOUT BIKES,16060174A.VL2,LEG43649,VOLUME,-13652738.1507,5701214.186399996
3326,SE 21ST AVE S of IVON ST,S,5/31/2016,WED,6/2/2016,FRI,2540,763,141,1777,214,Normal Weekday,WITHOUT BIKES,16060174A.VL2,LEG43649,VOLUME,-13652738.1507,5701214.186399996
3327,SE 21ST AVE S of IVON ST,N,5/31/2016,WED,6/2/2016,FRI,583,345,107,238,35,Bike Count,ONLY BIKES,16060174B.VL2,LEG43649,VOLUME,-13652738.1507,5701214.186399996
3328,SE 21ST AVE S of IVON ST,S,5/31/2016,WED,6/2/2016,FRI,651,111,24,540,119,Bike Count,ONLY BIKES,16060174B.VL2,LEG43649,VOLUME,-13652738.1507,5701214.186399996
3329,SE 21ST AVE S of TAGGART ST,N,5/31/2016,WED,6/2/2016,FRI,2932,1134,294,1798,247,Normal Weekday,WITH BIKES,16060171.VL2,LEG43653,VOLUME,-13652738.3542,5700987.6228
3330,SE 21ST AVE S of TAGGART ST,S,5/31/2016,WED,6/2/2016,FRI,3043,886,166,2157,299,Normal Weekday,WITH BIKES,16060171.VL2,LEG43653,VOLUME,-13652738.3542,5700987.6228
3331,SE 21ST AVE S of TAGGART ST,N,5/31/2016,WED,6/2/2016,FRI,2506,903,221,1603,214,Normal Weekday,WITHOUT BIKES,16060171A.VL2,LEG43653,VOLUME,-13652738.3542,5700987.6228
3332,SE 21ST AVE S of TAGGART ST,S,5/31/2016,WED,6/2/2016,FRI,2671,814,154,1857,243,Normal Weekday,WITHOUT BIKES,16060171A.VL2,LEG43653,VOLUME,-13652738.3542,5700987.6228
3333,SE 21ST AVE S of TAGGART ST,N,5/31/2016,WED,6/2/2016,FRI,446,243,77,203,37,Bike Count,ONLY BIKES,16060171B.VL2,LEG43653,VOLUME,-13652738.3542,5700987.6228
3334,SE 21ST AVE S of TAGGART ST,S,5/31/2016,WED,6/2/2016,FRI,407,94,16,313,62,Bike Count,ONLY BIKES,16060171B.VL2,LEG43653,VOLUME,-13652738.3542,5700987.6228
3335,SE 23RD AVE S of REEDWAY ST,N,5/1/2019,THU,5/2/2019,FRI,123,52,12,71,13,Normal Weekday,@ 5835,19050201.VL2,LEG43823,VOLUME,-13652527.5301,5697651.188600004
3336,SE 23RD AVE S of REEDWAY ST,S,5/1/2019,THU,5/2/2019,FRI,76,30,9,46,10,Normal Weekday,@ 5835,19050201.VL2,LEG43823,VOLUME,-13652527.5301,5697651.188600004
3337,SE 23RD AVE S of REEDWAY ST,N,10/19/2014,MON,10/22/2014,THU,94,40,9,54,9,Normal Weekday,@ 5835,14102008.VL2,LEG43823,VOLUME,-13652527.5301,5697651.188600004
3338,SE 23RD AVE S of REEDWAY ST,S,10/19/2014,MON,10/22/2014,THU,66,27,6,39,6,Normal Weekday,@ 5835,14102008.VL2,LEG43823,VOLUME,-13652527.5301,5697651.188600004
3339,SE 24TH AVE N of GRANT ST,N,12/4/2017,TUE,12/6/2017,THU,302,98,29,204,34,Normal Weekday,@ 2119,17120576.VL2,LEG43858,VOLUME,-13652361.4985,5701723.064400002
3340,SE 24TH AVE N of GRANT ST,S,12/4/2017,TUE,12/6/2017,THU,349,106,23,243,44,Normal Weekday,@ 2119,17120576.VL2,LEG43858,VOLUME,-13652361.4985,5701723.064400002
3341,SE 24TH AVE N of GRANT ST,E,2/7/2018,THU,2/8/2018,FRI,231,76,17,155,26,Normal Weekday,@ 2115,18020811.VL2,LEG43858,VOLUME,-13652361.4985,5701723.064400002
3342,SE 24TH AVE N of GRANT ST,W,2/7/2018,THU,2/8/2018,FRI,275,85,23,190,31,Normal Weekday,@ 2115,18020811.VL2,LEG43858,VOLUME,-13652361.4985,5701723.064400002
3343,SE 24TH AVE N of HARRISON ST,N,5/5/2019,MON,5/6/2019,TUE,255,105,29,150,24,Normal Weekday,@ 1935,19050603.VL2,LEG43884,VOLUME,-13652362.3451,5701948.685099997
3344,SE 24TH AVE N of HARRISON ST,S,5/5/2019,MON,5/6/2019,TUE,246,77,19,169,28,Normal Weekday,@ 1935,19050603.VL2,LEG43884,VOLUME,-13652362.3451,5701948.685099997
3345,SE 24TH AVE N of HARRISON ST,N,1/28/2018,MON,1/29/2018,TUE,557,157,37,400,97,Normal Weekday,@ 1941,18012982.VL2,LEG43884,VOLUME,-13652362.3451,5701948.685099997
3346,SE 24TH AVE N of HARRISON ST,S,1/28/2018,MON,1/29/2018,TUE,313,154,41,159,25,Normal Weekday,@ 1941,18012982.VL2,LEG43884,VOLUME,-13652362.3451,5701948.685099997
3347,SE 24TH AVE S of CARUTHERS ST,N,5/31/2017,THU,6/1/2017,FRI,335,102,25,233,33,Normal Weekday,@ 2406,17060181.VL2,LEG43861,VOLUME,-13652360.3432,5701438.8332
3348,SE 24TH AVE S of CARUTHERS ST,S,5/31/2017,THU,6/1/2017,FRI,553,165,39,388,60,Normal Weekday,@ 2406,17060181.VL2,LEG43861,VOLUME,-13652360.3432,5701438.8332
3349,SE 25TH AVE N of HARRISON ST,N,5/5/2019,MON,5/6/2019,TUE,88,41,12,47,9,Normal Weekday,@ 1935,19050674.VL2,LEG43918,VOLUME,-13652265.1846,5701949.558300003
3350,SE 25TH AVE N of HARRISON ST,S,5/5/2019,MON,5/6/2019,TUE,598,147,34,451,96,Normal Weekday,@ 1935,19050674.VL2,LEG43918,VOLUME,-13652265.1846,5701949.558300003
3351,SE 25TH AVE N of HARRISON ST,N,1/28/2018,MON,1/29/2018,TUE,229,87,29,142,20,Normal Weekday,@ 1935,18012980.VL2,LEG43918,VOLUME,-13652265.1846,5701949.558300003
3352,SE 25TH AVE N of HARRISON ST,S,1/28/2018,MON,1/29/2018,TUE,178,54,19,124,20,Normal Weekday,@ 1935,18012980.VL2,LEG43918,VOLUME,-13652265.1846,5701949.558300003
3353,SE 25TH AVE N of STEPHENS ST,E,5/29/2019,THU,5/30/2019,FRI,406,164,45,242,36,Normal Weekday,@ 1807,19052882.VL2,LEG43916,VOLUME,-13652265.9024,5702152.793799996
3354,SE 25TH AVE N of STEPHENS ST,W,5/29/2019,THU,5/30/2019,FRI,735,189,50,546,135,Normal Weekday,@ 1807,19052882.VL2,LEG43916,VOLUME,-13652265.9024,5702152.793799996
3355,SE 25TH AVE N of STEPHENS ST,N,12/4/2017,TUE,12/6/2017,THU,544,222,56,322,44,Normal Weekday,@ 1807,17120573.VL2,LEG43916,VOLUME,-13652265.9024,5702152.793799996
3356,SE 25TH AVE N of STEPHENS ST,S,12/4/2017,TUE,12/6/2017,THU,694,178,44,516,105,Normal Weekday,@ 1807,17120573.VL2,LEG43916,VOLUME,-13652265.9024,5702152.793799996
3357,SE 25TH AVE S of CLAY ST,N,9/23/2019,TUE,9/26/2019,FRI,394,146,40,248,33,Normal Weekday,@ 1656,19092476.VL2,LEG43911,VOLUME,-13652266.6909,5702341.102399997
3358,SE 25TH AVE S of CLAY ST,S,9/23/2019,TUE,9/26/2019,FRI,567,150,35,417,80,Normal Weekday,@ 1656,19092476.VL2,LEG43911,VOLUME,-13652266.6909,5702341.102399997
3359,SE 25TH AVE S of WOODWARD ST,N,11/27/2016,MON,11/29/2016,WED,325,119,40,206,41,Normal Weekday,WITH BIKES,16112871.VL2,LEG43927,VOLUME,-13652272.6785,5700871.889600001
3360,SE 25TH AVE S of WOODWARD ST,S,11/27/2016,MON,11/29/2016,WED,218,76,15,142,21,Normal Weekday,WITH BIKES,16112871.VL2,LEG43927,VOLUME,-13652272.6785,5700871.889600001
3361,SE 25TH AVE S of WOODWARD ST,N,11/27/2016,MON,11/29/2016,WED,296,107,37,189,35,Normal Weekday,WITHOUT BIKES,16112871A.VL2,LEG43927,VOLUME,-13652272.6785,5700871.889600001
3362,SE 25TH AVE S of WOODWARD ST,S,11/27/2016,MON,11/29/2016,WED,175,65,14,110,16,Normal Weekday,WITHOUT BIKES,16112871A.VL2,LEG43927,VOLUME,-13652272.6785,5700871.889600001
3363,SE 25TH AVE S of WOODWARD ST,N,11/27/2016,MON,11/29/2016,WED,42,19,6,23,8,Bike Count,ONLY BIKES,16112871B.VL2,LEG43927,VOLUME,-13652272.6785,5700871.889600001
3364,SE 25TH AVE S of WOODWARD ST,S,11/27/2016,MON,11/29/2016,WED,61,20,5,41,8,Bike Count,ONLY BIKES,16112871B.VL2,LEG43927,VOLUME,-13652272.6785,5700871.889600001
3365,SE 26TH AVE N of HARRISON ST,N,3/14/2017,WED,3/16/2017,FRI,425,132,24,293,38,Normal Weekday,@ 1922,17031512.VL2,LEG44040,VOLUME,-13652158.175900001,5701947.270800002
3366,SE 26TH AVE N of HARRISON ST,S,3/14/2017,WED,3/16/2017,FRI,190,57,12,133,25,Normal Weekday,@ 1922,17031512.VL2,LEG44040,VOLUME,-13652158.175900001,5701947.270800002
3367,SE 26TH AVE N of HARRISON ST,E,4/7/2019,MON,4/10/2019,THU,718,262,73,456,74,Normal Weekday,@ 1911,19040873.VL2,LEG44040,VOLUME,-13652158.175900001,5701947.270800002
3368,SE 26TH AVE N of HARRISON ST,W,4/7/2019,MON,4/10/2019,THU,158,40,13,118,24,Normal Weekday,@ 1911,19040873.VL2,LEG44040,VOLUME,-13652158.175900001,5701947.270800002
3369,SE 26TH AVE N of HOLGATE BLVD,N,9/28/2015,TUE,9/30/2015,THU,2564,1151,269,1413,181,Normal Weekday,@ 4332,15092905.VL1,LEG44014,VOLUME,-13652176.2892,5699064.392099999
3370,SE 26TH AVE N of HOLGATE BLVD,S,9/28/2015,TUE,9/30/2015,THU,3642,1315,305,2327,349,Normal Weekday,@ 4332,15092915.VL1,LEG44014,VOLUME,-13652176.2892,5699064.392099999
3371,SE 26TH AVE N of POWELL BLVD,N,9/25/2017,TUE,9/26/2017,WED,3957,1640,466,2317,325,Normal Weekday,WITH BIKES,17092674.VL1,LEG44004,VOLUME,-13652181.5318,5700278.330600001
3372,SE 26TH AVE N of POWELL BLVD,N,9/25/2017,TUE,9/26/2017,WED,3706,1495,418,2211,305,Normal Weekday,WITHOUT BIKES,17092674A.VL1,LEG44004,VOLUME,-13652181.5318,5700278.330600001
3373,SE 26TH AVE N of POWELL BLVD,N,9/25/2017,TUE,9/26/2017,WED,254,145,50,109,21,Bike Count,ONLY BIKES,17092674B.VL1,LEG44004,VOLUME,-13652181.5318,5700278.330600001
3374,SE 26TH AVE S of BROOKLYN ST,N,10/26/2015,TUE,10/28/2015,THU,4145,1749,488,2396,370,Normal Weekday,WITH BIKES,15102773.VL1,LEG43997,VOLUME,-13652183.8239,5700758.410700001
3375,SE 26TH AVE S of BROOKLYN ST,N,10/26/2015,TUE,10/28/2015,THU,3916,1628,460,2288,355,Normal Weekday,WITHOUT BIKES,15102773A.VL1,LEG43997,VOLUME,-13652183.8239,5700758.410700001
3376,SE 26TH AVE S of BROOKLYN ST,N,10/26/2015,TUE,10/28/2015,THU,246,129,29,117,20,Bike Count,ONLY BIKES,15102773B.VL1,LEG43997,VOLUME,-13652183.8239,5700758.410700001
3377,SE 26TH AVE S of BROOKLYN ST,S,10/26/2015,TUE,10/28/2015,THU,3955,1225,315,2730,432,Normal Weekday,WITH BIKES,15102775.VL1,LEG43997,VOLUME,-13652183.8239,5700758.410700001
3378,SE 26TH AVE S of BROOKLYN ST,S,10/26/2015,TUE,10/28/2015,THU,3739,1177,291,2562,401,Normal Weekday,WITHOUT BIKES,15102775A.VL1,LEG43997,VOLUME,-13652183.8239,5700758.410700001
3379,SE 26TH AVE S of BROOKLYN ST,S,10/26/2015,TUE,10/28/2015,THU,239,58,25,181,34,Bike Count,ONLY BIKES,15102775B.VL1,LEG43997,VOLUME,-13652183.8239,5700758.410700001
3380,SE 26TH AVE S of CARUTHERS ST,N,6/5/2017,TUE,6/8/2017,FRI,2059,750,199,1309,176,Normal Weekday,@ 2425,17060676.VL2,LEG43989,VOLUME,-13652173.7239,5701438.352300003
3381,SE 26TH AVE S of CARUTHERS ST,S,6/5/2017,TUE,6/8/2017,FRI,1975,596,138,1379,238,Normal Weekday,@ 2425,17060676.VL2,LEG43989,VOLUME,-13652173.7239,5701438.352300003
3382,SE 26TH AVE S of IVON ST,N,6/1/2016,THU,6/2/2016,FRI,3591,1353,294,2238,285,Normal Weekday,@ 2612,16060204.VL1,LEG44031,VOLUME,-13652185.7081,5701211.314900003
3383,SE 26TH AVE S of IVON ST,S,6/1/2016,THU,6/2/2016,FRI,3395,1080,219,2315,327,Normal Weekday,@ 2612,16060206.VL1,LEG44031,VOLUME,-13652185.7081,5701211.314900003
3384,SE 26TH AVE S of POWELL BLVD,N,9/25/2017,TUE,9/26/2017,WED,4309,1437,307,2872,369,Normal Weekday,WITH BIKES,17092671.VL1,LEG44005,VOLUME,-13652181.4673,5700234.797399998
3385,SE 26TH AVE S of POWELL BLVD,N,9/25/2017,TUE,9/26/2017,WED,4164,1414,301,2750,342,Normal Weekday,WITHOUT BIKES,17092671A.VL1,LEG44005,VOLUME,-13652181.4673,5700234.797399998
3386,SE 26TH AVE S of POWELL BLVD,N,9/25/2017,TUE,9/26/2017,WED,146,23,6,123,27,Bike Count,ONLY BIKES,17092671B.VL1,LEG44005,VOLUME,-13652181.4673,5700234.797399998
3387,SE 26TH AVE S of POWELL BLVD,S,9/25/2017,TUE,9/26/2017,WED,4357,1707,369,2650,410,Normal Weekday,WITH BIKES,17092681.VL1,LEG44005,VOLUME,-13652181.4673,5700234.797399998
3388,SE 26TH AVE S of POWELL BLVD,S,9/25/2017,TUE,9/26/2017,WED,4272,1670,362,2602,405,Normal Weekday,WITHOUT BIKES,17092681A.VL1,LEG44005,VOLUME,-13652181.4673,5700234.797399998
3389,SE 26TH AVE S of POWELL BLVD,S,9/25/2017,TUE,9/26/2017,WED,86,37,8,49,13,Bike Count,ONLY BIKES,17092681B.VL1,LEG44005,VOLUME,-13652181.4673,5700234.797399998
3390,SE 26TH AVE S of TAGGART ST,N,6/1/2016,THU,6/2/2016,FRI,4051,1580,379,2471,321,Normal Weekday,@ 2828,16060203.VL1,LEG43993,VOLUME,-13652184.9963,5700984.7761999965
3391,SE 26TH AVE S of TAGGART ST,S,6/1/2016,THU,6/2/2016,FRI,3928,1188,243,2740,394,Normal Weekday,@ 2828,16060207.VL1,LEG43993,VOLUME,-13652184.9963,5700984.7761999965
3392,SE 27TH AVE N of HARRISON ST,N,5/5/2019,MON,5/6/2019,TUE,109,37,9,72,15,Normal Weekday,@ 1943,19050604.VL2,LEG44074,VOLUME,-13652051.8975,5701949.161399998
3393,SE 27TH AVE N of HARRISON ST,S,5/5/2019,MON,5/6/2019,TUE,182,52,15,130,17,Normal Weekday,@ 1943,19050604.VL2,LEG44074,VOLUME,-13652051.8975,5701949.161399998
3394,SE 27TH AVE N of HARRISON ST,N,3/14/2017,WED,3/16/2017,FRI,114,30,8,84,18,Normal Weekday,@ 1943,17031510.VL2,LEG44074,VOLUME,-13652051.8975,5701949.161399998
3395,SE 27TH AVE N of HARRISON ST,S,3/14/2017,WED,3/16/2017,FRI,193,49,10,144,23,Normal Weekday,@ 1943,17031510.VL2,LEG44074,VOLUME,-13652051.8975,5701949.161399998
3396,SE 27TH AVE N of HOLGATE BLVD,N,4/5/2016,WED,4/6/2016,THU,224,81,19,143,22,Normal Weekday,WITH BIKES,16040475.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3397,SE 27TH AVE N of HOLGATE BLVD,S,4/5/2016,WED,4/6/2016,THU,117,43,12,74,17,Normal Weekday,WITH BIKES,16040475.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3398,SE 27TH AVE N of HOLGATE BLVD,N,4/5/2016,WED,4/6/2016,THU,220,79,19,141,22,Normal Weekday,WITHOUT BIKES,16040475A.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3399,SE 27TH AVE N of HOLGATE BLVD,S,4/5/2016,WED,4/6/2016,THU,104,37,11,67,13,Normal Weekday,WITHOUT BIKES,16040475A.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3400,SE 27TH AVE N of HOLGATE BLVD,N,4/5/2016,WED,4/6/2016,THU,4,2,1,2,1,Bike Count,ONLY BIKES,16040475B.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3401,SE 27TH AVE N of HOLGATE BLVD,S,4/5/2016,WED,4/6/2016,THU,13,6,3,7,4,Bike Count,ONLY BIKES,16040475B.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3402,SE 27TH AVE N of HOLGATE BLVD,N,9/27/2017,THU,9/28/2017,FRI,348,138,32,210,35,Normal Weekday,@ 4329,17092873.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3403,SE 27TH AVE N of HOLGATE BLVD,S,9/27/2017,THU,9/28/2017,FRI,143,61,18,82,11,Normal Weekday,@ 4329,17092873.VL2,LEG44084,VOLUME,-13652065.656,5699064.377999999
3404,SE 27TH AVE S of ASH ST,N,3/14/2016,TUE,3/17/2016,FRI,226,66,16,160,24,Normal Weekday,WITH BIKES,16031576.VL2,LEG44051,VOLUME,-13652031.923700001,5703970.9318
3405,SE 27TH AVE S of ASH ST,S,3/14/2016,TUE,3/17/2016,FRI,165,46,11,119,18,Normal Weekday,WITH BIKES,16031576.VL2,LEG44051,VOLUME,-13652031.923700001,5703970.9318
3406,SE 27TH AVE S of ASH ST,N,3/14/2016,TUE,3/17/2016,FRI,169,43,11,126,21,Normal Weekday,WITHOUT BIKES,16031576A.VL2,LEG44051,VOLUME,-13652031.923700001,5703970.9318
3407,SE 27TH AVE S of ASH ST,S,3/14/2016,TUE,3/17/2016,FRI,122,40,10,82,12,Normal Weekday,WITHOUT BIKES,16031576A.VL2,LEG44051,VOLUME,-13652031.923700001,5703970.9318
3408,SE 27TH AVE S of ASH ST,N,3/14/2016,TUE,3/17/2016,FRI,56,22,7,34,5,Bike Count,ONLY BIKES,16031576B.VL2,LEG44051,VOLUME,-13652031.923700001,5703970.9318
3409,SE 27TH AVE S of ASH ST,S,3/14/2016,TUE,3/17/2016,FRI,45,6,2,39,9,Bike Count,ONLY BIKES,16031576B.VL2,LEG44051,VOLUME,-13652031.923700001,5703970.9318
3410,SE 27TH AVE S of CLINTON ST,N,8/2/2015,MON,8/4/2015,WED,69,28,9,41,11,Normal Weekday,WITH BIKES,15080373.VL2,LEG44087,VOLUME,-13652073.07,5701124.586000003
3411,SE 27TH AVE S of CLINTON ST,S,8/2/2015,MON,8/4/2015,WED,136,48,13,88,18,Normal Weekday,WITH BIKES,15080373.VL2,LEG44087,VOLUME,-13652073.07,5701124.586000003
3412,SE 27TH AVE S of CLINTON ST,N,8/2/2015,MON,8/4/2015,WED,54,23,7,31,8,Normal Weekday,WITHOUT BIKES,15080373A.VL2,LEG44087,VOLUME,-13652073.07,5701124.586000003
3413,SE 27TH AVE S of CLINTON ST,S,8/2/2015,MON,8/4/2015,WED,107,39,12,68,13,Normal Weekday,WITHOUT BIKES,15080373A.VL2,LEG44087,VOLUME,-13652073.07,5701124.586000003
3414,SE 27TH AVE S of CLINTON ST,N,8/2/2015,MON,8/4/2015,WED,20,8,2,12,6,Bike Count,ONLY BIKES,15080373B.VL2,LEG44087,VOLUME,-13652073.07,5701124.586000003
3415,SE 27TH AVE S of CLINTON ST,S,8/2/2015,MON,8/4/2015,WED,38,10,4,28,6,Bike Count,ONLY BIKES,15080373B.VL2,LEG44087,VOLUME,-13652073.07,5701124.586000003
3416,SE 27TH AVE S of DIVISION ST,N,8/2/2015,MON,8/4/2015,WED,179,69,16,110,17,Normal Weekday,WITH BIKES,15080372.VL2,LEG44075,VOLUME,-13652072.6254,5701325.034900002
3417,SE 27TH AVE S of DIVISION ST,S,8/2/2015,MON,8/4/2015,WED,225,98,25,127,17,Normal Weekday,WITH BIKES,15080372.VL2,LEG44075,VOLUME,-13652072.6254,5701325.034900002
3418,SE 27TH AVE S of DIVISION ST,N,8/2/2015,MON,8/4/2015,WED,151,57,13,94,13,Normal Weekday,WITHOUT BIKES,15080372A.VL2,LEG44075,VOLUME,-13652072.6254,5701325.034900002
3419,SE 27TH AVE S of DIVISION ST,S,8/2/2015,MON,8/4/2015,WED,198,86,21,112,16,Normal Weekday,WITHOUT BIKES,15080372A.VL2,LEG44075,VOLUME,-13652072.6254,5701325.034900002
3420,SE 27TH AVE S of DIVISION ST,N,8/2/2015,MON,8/4/2015,WED,31,13,6,18,5,Bike Count,ONLY BIKES,15080372B.VL2,LEG44075,VOLUME,-13652072.6254,5701325.034900002
3421,SE 27TH AVE S of DIVISION ST,S,8/2/2015,MON,8/4/2015,WED,35,13,5,22,4,Bike Count,ONLY BIKES,15080372B.VL2,LEG44075,VOLUME,-13652072.6254,5701325.034900002
3422,SE 28TH AVE N of HARRISON ST,N,5/5/2019,MON,5/6/2019,TUE,132,51,20,81,13,Normal Weekday,@ 1935,19050605.VL2,LEG44134,VOLUME,-13651951.6106,5701949.025600001
3423,SE 28TH AVE N of HARRISON ST,S,5/5/2019,MON,5/6/2019,TUE,86,26,9,60,11,Normal Weekday,@ 1935,19050605.VL2,LEG44134,VOLUME,-13651951.6106,5701949.025600001
3424,SE 28TH AVE N of HARRISON ST,N,3/14/2017,WED,3/16/2017,FRI,137,48,12,89,14,Normal Weekday,@ 1929,17031504.VL2,LEG44134,VOLUME,-13651951.6106,5701949.025600001
3425,SE 28TH AVE N of HARRISON ST,S,3/14/2017,WED,3/16/2017,FRI,108,33,8,75,11,Normal Weekday,@ 1929,17031504.VL2,LEG44134,VOLUME,-13651951.6106,5701949.025600001
3426,SE 28TH AVE N of SE POWELL BLVD,N,2/2/2014,WED,2/3/2014,TUE,454,196,83,258,47,Normal Weekday,@ 3324,14020309.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3427,SE 28TH AVE N of SE POWELL BLVD,S,2/2/2014,WED,2/3/2014,TUE,314,130,47,184,33,Normal Weekday,@ 3324,14020309.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3428,SE 28TH AVE N of SE POWELL BLVD,N,9/10/2017,MON,9/13/2017,THU,534,219,67,315,51,Normal Weekday,WITH BIKES,17091176.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3429,SE 28TH AVE N of SE POWELL BLVD,S,9/10/2017,MON,9/13/2017,THU,424,134,53,290,59,Normal Weekday,WITH BIKES,17091176.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3430,SE 28TH AVE N of SE POWELL BLVD,S,9/25/2017,TUE,9/26/2017,WED,169,30,9,139,37,Bike Count,ONLY BIKES,17092680B.VL1,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3431,SE 28TH AVE N of SE POWELL BLVD,N,9/10/2017,MON,9/13/2017,THU,472,200,61,272,44,Normal Weekday,WITH BIKES,17091176A.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3432,SE 28TH AVE N of SE POWELL BLVD,S,9/10/2017,MON,9/13/2017,THU,330,113,45,217,42,Normal Weekday,WITH BIKES,17091176A.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3433,SE 28TH AVE N of SE POWELL BLVD,N,9/10/2017,MON,9/13/2017,THU,60,20,5,40,11,Bike Count,ONLY BIKES,17091176B.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3434,SE 28TH AVE N of SE POWELL BLVD,S,9/10/2017,MON,9/13/2017,THU,97,23,10,74,22,Bike Count,ONLY BIKES,17091176B.VL2,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3435,SE 28TH AVE N of SE POWELL BLVD,S,9/25/2017,TUE,9/26/2017,WED,4183,1228,256,2955,407,Normal Weekday,WITH BIKES,17092680.VL1,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3436,SE 28TH AVE N of SE POWELL BLVD,S,9/25/2017,TUE,9/26/2017,WED,4014,1198,251,2816,376,Normal Weekday,WITHOUT BIKES,17092680A.VL1,LEG44154,VOLUME,-13651955.7029,5700254.180100001
3437,SE 28TH AVE S of BROOKLYN ST,N,4/30/2018,TUE,5/3/2018,FRI,367,135,47,232,39,Normal Weekday,@ 3028,180501103.VL2,LEG44147,VOLUME,-13651957.8617,5700758.193800002
3438,SE 28TH AVE S of BROOKLYN ST,S,4/30/2018,TUE,5/3/2018,FRI,208,78,29,130,20,Normal Weekday,@ 3028,180501103.VL2,LEG44147,VOLUME,-13651957.8617,5700758.193800002
3439,SE 28TH AVE S of BROOKLYN ST,N,4/30/2018,TUE,5/3/2018,FRI,48,13,5,35,8,Bike Count,ONLY BIKES,180501103B.VL2,LEG44147,VOLUME,-13651957.8617,5700758.193800002
3440,SE 28TH AVE S of BROOKLYN ST,S,4/30/2018,TUE,5/3/2018,FRI,11,2,2,9,3,Bike Count,ONLY BIKES,180501103B.VL2,LEG44147,VOLUME,-13651957.8617,5700758.193800002
3441,SE 28TH AVE S of CLINTON ST,N,8/11/2015,WED,8/13/2015,FRI,243,103,24,140,21,Normal Weekday,WITH BIKES,15081273.VL2,LEG44193,VOLUME,-13651960.0843,5701124.476899996
3442,SE 28TH AVE S of CLINTON ST,S,8/11/2015,WED,8/13/2015,FRI,211,65,17,146,22,Normal Weekday,WITH BIKES,15081273.VL2,LEG44193,VOLUME,-13651960.0843,5701124.476899996
3443,SE 28TH AVE S of CLINTON ST,N,8/11/2015,WED,8/13/2015,FRI,186,75,18,111,18,Normal Weekday,WITHOUT BIKES,15081273A.VL2,LEG44193,VOLUME,-13651960.0843,5701124.476899996
3444,SE 28TH AVE S of CLINTON ST,S,8/11/2015,WED,8/13/2015,FRI,176,58,17,118,18,Normal Weekday,WITHOUT BIKES,15081273A.VL2,LEG44193,VOLUME,-13651960.0843,5701124.476899996
3445,SE 28TH AVE S of CLINTON ST,N,8/11/2015,WED,8/13/2015,FRI,68,32,6,36,7,Bike Count,ONLY BIKES,15081273B.VL2,LEG44193,VOLUME,-13651960.0843,5701124.476899996
