OBJECTID,LocationDesc,Bound,StartDate,StartDay,EndDate,EndDay,ADTVolume,AMVolume,AMPkHrVol,PMVolume,PMPkHrVol,ExceptType,Comment,CountID,LocationID,CountType,x,y
1,EAGLE CREST DR S of STEPHENSON ST,N,4/10/2019,THU,4/11/2019,FRI,421,187,45,234,39,Normal Weekday,,19041102.VL2,LEG77374,VOLUME,-13659977.2879,5691068.3977999985
2,EAGLE CREST DR S of STEPHENSON ST,S,4/10/2019,THU,4/11/2019,FRI,395,120,32,275,43,Normal Weekday,,19041102.VL2,LEG77374,VOLUME,-13659977.2879,5691068.3977999985
3,EAGLE CREST DR S of STEPHENSON ST,S,6/10/2018,MON,6/13/2018,THU,437,133,32,304,42,Normal Weekday,,18061114.VL2,LEG77374,VOLUME,-13659977.2879,5691068.3977999985
4,EAGLE CREST DR S of STEPHENSON ST,N,6/10/2018,MON,6/13/2018,THU,454,193,48,261,38,Normal Weekday,,18061114.VL2,LEG77374,VOLUME,-13659977.2879,5691068.3977999985
5,BIKEPATH N of HARBOR WAY,N,5/8/2016,MON,5/10/2016,WED,1130,484,145,646,135,Bike Count,ONLY BIKES,16050971B.VL2,LEG65,VOLUME,-13656062.3292,5702451.823100001
6,BIKEPATH N of HARBOR WAY,S,5/8/2016,MON,5/10/2016,WED,967,334,96,633,128,Bike Count,ONLY BIKES,16050971B.VL2,LEG65,VOLUME,-13656062.3292,5702451.823100001
7,BIKEPATH N of HARBOR WAY,n,6/20/2016,TUE,6/22/2016,THU,335,77,17,258,33,Bike Count,ONLY BIKES,16062173.VL2,LEG65,VOLUME,-13656062.3292,5702451.823100001
8,BIKEPATH N of HARBOR WAY,s,6/20/2016,TUE,6/22/2016,THU,334,60,13,274,48,Bike Count,ONLY BIKES,16062173.VL2,LEG65,VOLUME,-13656062.3292,5702451.823100001
9,BROADWAY BRIDGE N of BROADWAY / HOYT ST / BROADWAY,N,8/17/2016,THU,8/18/2016,FRI,5326,1255,248,4071,763,Normal Weekday,,16081872.VL1,LEG36653,VOLUME,-13656409.2752,5704945.589400001
10,BROADWAY BRIDGE N of BROADWAY / HOYT ST / BROADWAY,S,8/17/2016,THU,8/18/2016,FRI,9233,3958,869,5275,684,Normal Weekday,,16081875.VL1,LEG36653,VOLUME,-13656409.2752,5704945.589400001
11,E BURNSIDE ST E of 109TH AVE,E,2/23/2014,MON,2/25/2014,WED,3859,1000,192,2859,488,Normal Weekday,@ 10948,14022409.VL1,LEG5707,VOLUME,-13642252.7515,5704171.8279
12,E BURNSIDE ST E of 109TH AVE,w,2/23/2014,MON,2/25/2014,WED,4185,1819,424,2366,334,Normal Weekday,@ 10948,14022414.VL1,LEG5707,VOLUME,-13642252.7515,5704171.8279
13,E BURNSIDE ST E of 16TH AVE,E,3/11/2019,TUE,3/12/2019,WED,9253,2283,471,6970,1032,Normal Weekday,,19031280.VL1,LEG5541,VOLUME,-13653265.1577,5704220.410099998
14,E BURNSIDE ST E of 16TH AVE,W,3/11/2019,TUE,3/12/2019,WED,5960,2761,634,3199,375,Normal Weekday,,19031281.VL1,LEG5541,VOLUME,-13653265.1577,5704220.410099998
15,E BURNSIDE ST E of 32ND AVE,E,12/16/2014,WED,12/18/2014,FRI,9644,2034,435,7610,1137,Normal Weekday,@ 3266,14121705.VL1,LEG5567,VOLUME,-13651277.003600001,5704215.872199997
16,E BURNSIDE ST E of 32ND AVE,W,12/16/2014,WED,12/18/2014,FRI,8306,3951,899,4355,565,Normal Weekday,@ 3266,14121707.VL1,LEG5567,VOLUME,-13651277.003600001,5704215.872199997
17,E BURNSIDE ST E of 32ND AVE,E,10/12/2015,TUE,10/15/2015,FRI,8194,4162,957,4032,552,Normal Weekday,,15101312.VL1,LEG5567,VOLUME,-13651277.003600001,5704215.872199997
18,E BURNSIDE ST E of 32ND AVE,W,10/12/2015,TUE,10/15/2015,FRI,9165,1944,413,7221,1134,Normal Weekday,@ 3245,15101313.VL1,LEG5567,VOLUME,-13651277.003600001,5704215.872199997
19,E BURNSIDE ST E of 60TH AVE,W,6/4/2017,MON,6/5/2017,TUE,9067,4730,993,4337,565,Normal Weekday,@ 6047,17060581.VL1,LEG5603,VOLUME,-13648007.3391,5704217.070600003
20,E BURNSIDE ST E of 74TH AVE,E,10/19/2014,MON,10/22/2014,THU,3684,969,171,2715,463,Normal Weekday,,14102004.VL1,LEG5607,VOLUME,-13646282.2859,5704211.550700001
21,E BURNSIDE ST E of 74TH AVE,W,10/19/2014,MON,10/22/2014,THU,4618,2410,664,2208,323,Normal Weekday,,14102005.VL1,LEG5607,VOLUME,-13646282.2859,5704211.550700001
22,E BURNSIDE ST W of 128TH AVE,W,1/12/2014,MON,1/14/2014,WED,3717,959,208,2758,472,Normal Weekday,WEST OF X-WALK,14011302.VL1,LEG5770,VOLUME,-13640188.409400001,5704149.039300002
23,E BURNSIDE ST W of 128TH AVE,W,1/12/2014,WED,1/14/2014,WED,4044,1799,385,2245,341,Normal Weekday,WEST OF X-WALK,14011312.VL1,LEG5770,VOLUME,-13640188.409400001,5704149.039300002
24,E BURNSIDE ST W of 76TH AVE,E,6/4/2017,MON,6/5/2017,TUE,3948,1110,210,2838,440,Normal Weekday,@ 7526,17060574.VL1,LEG5610,VOLUME,-13646094.3303,5704209.420699999
25,E BURNSIDE ST W of 76TH AVE,W,6/4/2017,MON,6/5/2017,TUE,5233,2735,725,2498,318,Normal Weekday,@ 7526,17060582.VL1,LEG5610,VOLUME,-13646094.3303,5704209.420699999
26,HAWTHORNE BR E of JEFFERSON ST / NAITO PKY,E,11/30/2015,TUE,12/3/2015,FRI,6414,3093,606,3321,547,Normal Weekday,,15120114.VL1,LEG423,VOLUME,-13656068.928199999,5702720.855700001
27,HAWTHORNE BR E of JEFFERSON ST / NAITO PKY,N,6/5/2017,TUE,6/7/2017,THU,4931,2345,455,2586,429,Normal Weekday,,17060671.VL1,LEG423,VOLUME,-13656068.928199999,5702720.855700001
28,HAWTHORNE BR W of BIKEPATH,W,11/17/2015,WED,11/19/2015,FRI,15500,7626,1840,7874,1127,Normal Weekday,,15111804.VL1,LEG408,VOLUME,-13655941.7959,5702786.744800001
29,HAWTHORNE BR W of BIKEPATH,W,11/30/2015,TUE,12/3/2015,FRI,15032,6926,1606,8106,1127,Normal Weekday,,15120105X.VL1,LEG408,VOLUME,-13655941.7959,5702786.744800001
30,HAWTHORNE BR W of BIKEPATH,E,11/30/2015,TUE,12/3/2015,FRI,17986,5124,957,12862,2154,Normal Weekday,,15120110Z.VL1,LEG408,VOLUME,-13655941.7959,5702786.744800001
31,N AINSWORTH ST E of WILBUR AVE,E,3/16/2014,WED,3/18/2014,WED,833,302,71,531,85,Normal Weekday,@ 2506,14031705.VL1,LEG5794,VOLUME,-13658163.55,5711129.813100003
32,N AINSWORTH ST E of WILBUR AVE,W,3/16/2014,WED,3/18/2014,WED,831,252,51,579,90,Normal Weekday,@ 2506,14031708.VL1,LEG5794,VOLUME,-13658163.55,5711129.813100003
33,N AINSWORTH ST W of GREELEY AVE,E,8/8/2018,THU,8/9/2018,FRI,373,168,46,205,30,Normal Weekday,,18080909.VL1,LEG5787,VOLUME,-13658432.9545,5711131.6536
34,N AINSWORTH ST W of GREELEY AVE,W,8/8/2018,THU,8/9/2018,FRI,265,78,19,187,36,Normal Weekday,,18080911.VL1,LEG5787,VOLUME,-13658432.9545,5711131.6536
35,N ALASKA ST W of CHAUTAUQUA BLVD,E,10/28/2018,MON,10/30/2018,WED,1206,520,121,686,94,Normal Weekday,A @ 3840,181029402.VL2,LEG5869,VOLUME,-13659528.879999999,5714542.826800004
36,N ALASKA ST W of CHAUTAUQUA BLVD,W,10/28/2018,MON,10/30/2018,WED,1091,378,80,713,95,Normal Weekday,A @ 3840,181029402.VL2,LEG5869,VOLUME,-13659528.879999999,5714542.826800004
37,N ALASKA ST W of CHAUTAUQUA PL,E,10/31/2018,THU,11/1/2018,FRI,1029,411,88,618,102,Normal Weekday,B @ 4205,18110114.VL2,LEG5865,VOLUME,-13659806.1375,5714544.258699998
38,N ALASKA ST W of CHAUTAUQUA PL,W,10/31/2018,THU,11/1/2018,FRI,892,295,63,597,77,Normal Weekday,B @ 4205,18110114.VL2,LEG5865,VOLUME,-13659806.1375,5714544.258699998
39,N ALASKA ST W of CHAUTAUQUA PL,E,10/28/2018,MON,10/30/2018,WED,1226,504,110,722,102,Normal Weekday,A @ 4047,181029401.VL2,LEG5865,VOLUME,-13659806.1375,5714544.258699998
40,N ALASKA ST W of CHAUTAUQUA PL,W,10/28/2018,MON,10/30/2018,WED,1108,394,78,714,95,Normal Weekday,A @ 4047,181029401.VL2,LEG5865,VOLUME,-13659806.1375,5714544.258699998
41,N ALBERTA ST E of CONCORD AVE,E,8/22/2017,WED,8/24/2017,FRI,1175,617,158,558,78,Normal Weekday,@ 4315,17082309.VL2,LEG5902,VOLUME,-13657194.8305,5709976.247000001
42,N ALBERTA ST E of CONCORD AVE,W,8/22/2017,WED,8/24/2017,FRI,1611,309,61,1302,242,Normal Weekday,@ 4315,17082309.VL2,LEG5902,VOLUME,-13657194.8305,5709976.247000001
43,N ALBINA AVE S of BRYANT ST,N,2/14/2018,THU,2/15/2018,FRI,2442,544,104,1898,367,Normal Weekday,@ 7107,18021571.VL1,LEG5954,VOLUME,-13656101.7066,5712224.288900003
44,N ALBINA AVE S of BRYANT ST,S,2/14/2018,THU,2/15/2018,FRI,1705,735,216,970,136,Normal Weekday,@ 7107,18021584.VL1,LEG5954,VOLUME,-13656101.7066,5712224.288900003
45,N ALBINA AVE S of HOLMAN ST,S,2/14/2018,THU,2/15/2018,FRI,2359,1038,316,1321,189,Normal Weekday,@ 6225,18021575.VL1,LEG5960,VOLUME,-13656108.235,5711438.387100004
46,N ALBINA AVE S of HOLMAN ST,N,2/14/2018,THU,2/15/2018,FRI,3026,605,129,2421,475,Normal Weekday,@ 6225,18021581.VL1,LEG5960,VOLUME,-13656108.235,5711438.387100004
47,N ALBINA AVE S of JESSUP ST,N,1/26/2015,TUE,1/27/2015,WED,2687,674,176,2013,409,Normal Weekday,,15012707.VL1,LEG6016,VOLUME,-13656114.253899999,5710749.2333
48,N ALBINA AVE S of JESSUP ST,s,1/26/2015,TUE,1/28/2015,THU,2737,1075,309,1662,205,Normal Weekday,,15012710.VL1,LEG6016,VOLUME,-13656114.253899999,5710749.2333
49,N ARGYLE WAY W of N ARGYLE ST,S,10/1/2018,TUE,10/4/2018,FRI,3406,1342,235,2064,289,Normal Weekday,@ 8545,18100274.VL2,LEG6205,VOLUME,-13657840.1926,5714068.966499999
50,N ARGYLE WAY W of N ARGYLE ST,N,10/1/2018,TUE,10/4/2018,FRI,2543,949,169,1594,203,Normal Weekday,@ 8545,18100274.VL2,LEG6205,VOLUME,-13657840.1926,5714068.966499999
51,N ATLANTIC AVE N of KILLINGSWORTH ST,N,3/1/2017,THU,3/2/2017,FRI,136,27,7,109,22,Normal Weekday,@ 5608,17030215.VL2,LEG6271,VOLUME,-13658528.0246,5710574.8891
52,N ATLANTIC AVE N of KILLINGSWORTH ST,S,3/1/2017,THU,3/2/2017,FRI,374,291,148,83,18,Normal Weekday,@ 5608,17030215.VL2,LEG6271,VOLUME,-13658528.0246,5710574.8891
53,N BALTIMORE AVE E of SYRACUSE ST,E,5/21/2019,WED,5/22/2019,THU,1046,333,62,713,100,Normal Weekday,@ 7214,19052215.VL2,LEG6323,VOLUME,-13665285.9007,5714953.549599998
54,N BALTIMORE AVE E of SYRACUSE ST,W,5/21/2019,WED,5/22/2019,THU,551,198,39,353,49,Normal Weekday,@ 7214,19052215.VL2,LEG6323,VOLUME,-13665285.9007,5714953.549599998
55,N BALTIMORE AVE W of WILLAMETTE BLVD,E,5/21/2019,WED,5/22/2019,THU,1026,297,66,729,107,Normal Weekday,,19052201.VL2,LEG6328,VOLUME,-13665415.3814,5714865.196099997
56,N BALTIMORE AVE W of WILLAMETTE BLVD,W,5/21/2019,WED,5/22/2019,THU,812,351,65,461,63,Normal Weekday,,19052201.VL2,LEG6328,VOLUME,-13665415.3814,5714865.196099997
57,N BASIN AVE E of ENSIGN ST,E,7/10/2017,TUE,7/12/2017,THU,3651,1614,423,2037,260,Normal Weekday,@ 6371,17071176.VL1,LEG6396,VOLUME,-13660455.5004,5711616.298100002
58,N BASIN AVE E of ENSIGN ST,W,7/10/2017,TUE,7/12/2017,THU,2896,1608,264,1288,157,Normal Weekday,@ 6371,17071181.VL1,LEG6396,VOLUME,-13660455.5004,5711616.298100002
59,N BASIN AVE N of ANCHOR ST,S,7/10/2017,TUE,7/12/2017,THU,9578,4040,768,5538,877,Normal Weekday,@ 5130,17071180.VL1,LEG6389,VOLUME,-13659039.228799999,5710071.851199999
60,N BASIN AVE N of ANCHOR ST,N,7/10/2017,TUE,7/12/2017,THU,9615,5801,898,3814,546,Normal Weekday,@ 5130,17071185.VL1,LEG6389,VOLUME,-13659039.228799999,5710071.851199999
61,N BASIN AVE W of ENSIGN ST,W,3/17/2015,WED,3/19/2015,FRI,1770,729,184,1041,174,Normal Weekday,@ 6650,15031774.VL1,LEG6407,VOLUME,-13660489.7482,5711643.067299999
62,N BLANDENA ST E of HAIGHT AVE,E,1/6/2015,WED,1/8/2015,FRI,254,86,22,168,25,Normal Weekday,"""E""",15010707.VL2,LEG6524,VOLUME,-13655551.419599999,5709615.544299997
63,N BLANDENA ST E of HAIGHT AVE,W,1/6/2015,WED,1/8/2015,FRI,241,86,24,155,28,Normal Weekday,"""E""",15010707.VL2,LEG6524,VOLUME,-13655551.419599999,5709615.544299997
64,N BLANDENA ST E of KERBY AVE,E,1/13/2015,WED,1/15/2015,FRI,261,79,18,182,26,Normal Weekday,E,15011507.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
65,N BLANDENA ST E of KERBY AVE,W,1/13/2015,WED,1/15/2015,FRI,240,104,33,136,24,Normal Weekday,E,15011507.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
66,N BLANDENA ST E of KERBY AVE,E,4/8/2019,TUE,4/11/2019,FRI,331,104,23,227,37,Normal Weekday,@ 573,19040985.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
67,N BLANDENA ST E of KERBY AVE,W,4/8/2019,TUE,4/11/2019,FRI,251,93,26,158,29,Normal Weekday,@ 573,19040985.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
68,N BLANDENA ST E of KERBY AVE,E,3/19/2019,WED,3/21/2019,FRI,346,89,18,257,41,Normal Weekday,WITH BIKES @ 615,19032084.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
69,N BLANDENA ST E of KERBY AVE,W,3/19/2019,WED,3/21/2019,FRI,309,128,30,181,22,Normal Weekday,WITH BIKES @ 615,19032084.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
70,N BLANDENA ST E of KERBY AVE,E,3/19/2019,WED,3/21/2019,FRI,281,78,16,203,32,Normal Weekday,WITHOUT BIKES @ 615,19032084A.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
71,N BLANDENA ST E of KERBY AVE,W,3/19/2019,WED,3/21/2019,FRI,295,126,30,169,21,Normal Weekday,WITHOUT BIKES @ 615,19032084A.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
72,N BLANDENA ST E of KERBY AVE,E,3/19/2019,WED,3/21/2019,FRI,80,16,5,64,13,Bike Count,ONLY BIKES @ 615,19032084B.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
73,N BLANDENA ST E of KERBY AVE,W,3/19/2019,WED,3/21/2019,FRI,19,3,1,16,4,Bike Count,ONLY BIKES @ 615,19032084B.VL2,LEG6528,VOLUME,-13655865.9172,5709623.0933
74,N BOWDOIN ST E of WESTANNA AVE,E,11/1/2015,MON,11/3/2015,WED,99,45,11,54,10,Normal Weekday,@ 6243,15110214.VL2,LEG6658,VOLUME,-13662522.3569,5714037.7348000035
75,N BOWDOIN ST E of WESTANNA AVE,W,11/1/2015,MON,11/3/2015,WED,103,42,13,61,10,Normal Weekday,@ 6243,15110214.VL2,LEG6658,VOLUME,-13662522.3569,5714037.7348000035
76,N BOWDOIN ST E of WESTANNA AVE,E,2/11/2019,TUE,2/13/2019,THU,70,23,8,47,7,Normal Weekday,@ 6243,19021214.VL2,LEG6658,VOLUME,-13662522.3569,5714037.7348000035
77,N BOWDOIN ST E of WESTANNA AVE,W,2/11/2019,TUE,2/13/2019,THU,76,25,7,51,8,Normal Weekday,@ 6243,19021214.VL2,LEG6658,VOLUME,-13662522.3569,5714037.7348000035
78,N BOWDOIN ST W of WALL AVE,E,5/31/2016,WED,6/2/2016,FRI,112,43,11,69,11,Normal Weekday,WITH BIKES,16060175.VL2,LEG6657,VOLUME,-13662284.84,5713914.944499999
79,N BOWDOIN ST W of WALL AVE,W,5/31/2016,WED,6/2/2016,FRI,126,50,12,76,13,Normal Weekday,WITH BIKES,16060175.VL2,LEG6657,VOLUME,-13662284.84,5713914.944499999
80,N BOWDOIN ST W of WALL AVE,E,5/31/2016,WED,6/2/2016,FRI,97,41,11,56,9,Normal Weekday,WITHOUT BIKES,16060175A.VL2,LEG6657,VOLUME,-13662284.84,5713914.944499999
81,N BOWDOIN ST W of WALL AVE,W,5/31/2016,WED,6/2/2016,FRI,105,46,11,59,10,Normal Weekday,WITHOUT BIKES,16060175A.VL2,LEG6657,VOLUME,-13662284.84,5713914.944499999
82,N BOWDOIN ST W of WALL AVE,E,5/31/2016,WED,6/2/2016,FRI,22,7,2,15,3,Bike Count,ONLY BIKES,16060175B.VL2,LEG6657,VOLUME,-13662284.84,5713914.944499999
83,N BOWDOIN ST W of WALL AVE,W,5/31/2016,WED,6/2/2016,FRI,27,6,2,21,5,Bike Count,ONLY BIKES,16060175B.VL2,LEG6657,VOLUME,-13662284.84,5713914.944499999
84,N BRUCE AVE E of LEONARD ST,E,5/21/2019,WED,5/22/2019,THU,303,52,12,251,53,Normal Weekday,@ 1018,190522401.VL2,LEG6797,VOLUME,-13665801.7774,5716740.8434000015
85,N BRUCE AVE E of LEONARD ST,W,5/21/2019,WED,5/22/2019,THU,325,101,24,224,50,Normal Weekday,@ 1018,190522401.VL2,LEG6797,VOLUME,-13665801.7774,5716740.8434000015
86,N BRUCE AVE W of SMITH ST,E,5/19/2019,MON,5/21/2019,WED,188,51,13,137,21,Normal Weekday,,19052005.VL2,LEG6788,VOLUME,-13665512.9618,5716912.2026999965
87,N BRUCE AVE W of SMITH ST,W,5/19/2019,MON,5/21/2019,WED,201,73,22,128,20,Normal Weekday,,19052005.VL2,LEG6788,VOLUME,-13665512.9618,5716912.2026999965
88,N BRYANT ST E of BURRAGE AVE,E,3/20/2019,THU,3/21/2019,FRI,399,131,36,268,44,Normal Weekday,WITH BIKES @ 2611,190321100.VL2,LEG6832,VOLUME,-13658268.532200001,5712273.694399998
89,N BRYANT ST E of BURRAGE AVE,W,3/20/2019,THU,3/21/2019,FRI,373,131,32,242,38,Normal Weekday,WITH BIKES @ 2611,190321100.VL2,LEG6832,VOLUME,-13658268.532200001,5712273.694399998
90,N BRYANT ST E of BURRAGE AVE,E,3/20/2019,THU,3/21/2019,FRI,362,122,35,240,39,Normal Weekday,WITHOUT BIKES @ 2611,190321100A.VL2,LEG6832,VOLUME,-13658268.532200001,5712273.694399998
91,N BRYANT ST E of BURRAGE AVE,W,3/20/2019,THU,3/21/2019,FRI,361,128,32,233,37,Normal Weekday,WITHOUT BIKES @ 2611,190321100A.VL2,LEG6832,VOLUME,-13658268.532200001,5712273.694399998
92,N BRYANT ST E of BURRAGE AVE,E,3/20/2019,THU,3/21/2019,FRI,39,11,5,28,8,Bike Count,ONLY BIKES @ 2611,190321100B.VL2,LEG6832,VOLUME,-13658268.532200001,5712273.694399998
93,N BRYANT ST E of BURRAGE AVE,W,3/20/2019,THU,3/21/2019,FRI,12,3,2,9,2,Bike Count,ONLY BIKES @ 2611,190321100B.VL2,LEG6832,VOLUME,-13658268.532200001,5712273.694399998
94,N BRYANT ST E of VINCENT AVE,E,3/20/2019,THU,3/21/2019,FRI,221,75,18,146,30,Normal Weekday,WITHOUT BIKES @ 3314,190321400A.VL2,LEG6808,VOLUME,-13659059.532,5712281.524899997
95,N BRYANT ST E of VINCENT AVE,W,3/20/2019,THU,3/21/2019,FRI,265,86,25,179,33,Normal Weekday,WITHOUT BIKES @ 3314,190321400A.VL2,LEG6808,VOLUME,-13659059.532,5712281.524899997
96,N BRYANT ST E of VINCENT AVE,E,3/20/2019,THU,3/21/2019,FRI,24,4,2,20,6,Bike Count,ONLY BIKES @ 3314,190321400B.VL2,LEG6808,VOLUME,-13659059.532,5712281.524899997
97,N BRYANT ST E of VINCENT AVE,W,3/20/2019,THU,3/21/2019,FRI,11,2,2,9,3,Bike Count,ONLY BIKES @ 3314,190321400B.VL2,LEG6808,VOLUME,-13659059.532,5712281.524899997
98,N BRYANT ST E of VINCENT AVE,E,3/20/2019,THU,3/21/2019,FRI,253,85,21,168,36,Normal Weekday,WITH BIKES @ 3314,190321400.VL2,LEG6808,VOLUME,-13659059.532,5712281.524899997
99,N BRYANT ST E of VINCENT AVE,W,3/20/2019,THU,3/21/2019,FRI,278,89,26,189,35,Normal Weekday,WITH BIKES @ 3314,190321400.VL2,LEG6808,VOLUME,-13659059.532,5712281.524899997
100,N BRYANT ST W of CONGRESS AVE,E,8/6/2019,WED,8/8/2019,FRI,187,66,15,121,18,Normal Weekday,WITHOUT BIKES,19080771A.VL2,LEG6871,VOLUME,-13655783.1292,5712241.608099997
101,N BRYANT ST W of CONGRESS AVE,W,8/6/2019,WED,8/8/2019,FRI,273,95,21,178,23,Normal Weekday,WITHOUT BIKES,19080771A.VL2,LEG6871,VOLUME,-13655783.1292,5712241.608099997
102,N BRYANT ST W of CONGRESS AVE,E,8/6/2019,WED,8/8/2019,FRI,198,67,15,131,20,Normal Weekday,WITH BIKES,19080771.VL2,LEG6871,VOLUME,-13655783.1292,5712241.608099997
103,N BRYANT ST W of CONGRESS AVE,W,8/6/2019,WED,8/8/2019,FRI,274,95,21,179,23,Normal Weekday,WITH BIKES,19080771.VL2,LEG6871,VOLUME,-13655783.1292,5712241.608099997
104,N BRYANT ST W of CURTIS AVE,W,3/20/2019,THU,3/21/2019,FRI,375,112,37,263,50,Normal Weekday,WITH BIKES,190321401.VL2,LEG6815,VOLUME,-13658723.4201,5712281.679499999
105,N BRYANT ST W of CURTIS AVE,E,3/20/2019,THU,3/21/2019,FRI,335,142,38,193,35,Normal Weekday,WITHOUT BIKES,190321401A.VL2,LEG6815,VOLUME,-13658723.4201,5712281.679499999
106,N BRYANT ST W of CURTIS AVE,W,3/20/2019,THU,3/21/2019,FRI,357,112,37,245,40,Normal Weekday,WITHOUT BIKES,190321401A.VL2,LEG6815,VOLUME,-13658723.4201,5712281.679499999
107,N BRYANT ST W of CURTIS AVE,E,3/20/2019,THU,3/21/2019,FRI,352,146,38,206,39,Normal Weekday,WITH BIKES,190321401.VL2,LEG6815,VOLUME,-13658723.4201,5712281.679499999
108,N BURLINGTON AVE N of PRINCETON ST,N,5/27/2019,TUE,5/30/2019,FRI,354,101,22,253,34,Normal Weekday,WITH BIKES @ 7116,190528103.VL2,LEG7033,VOLUME,-13665130.964200001,5714629.443899997
109,N BURLINGTON AVE N of PRINCETON ST,S,5/27/2019,TUE,5/30/2019,FRI,2405,757,157,1648,284,Normal Weekday,WITH BIKES @ 7116,190528103.VL2,LEG7033,VOLUME,-13665130.964200001,5714629.443899997
110,N BURLINGTON AVE N of PRINCETON ST,N,5/27/2019,TUE,5/30/2019,FRI,340,95,20,245,34,Normal Weekday,WITHOUT BIKES @ 7116,190528103A.VL2,LEG7033,VOLUME,-13665130.964200001,5714629.443899997
111,N BURLINGTON AVE N of PRINCETON ST,S,5/27/2019,TUE,5/30/2019,FRI,2345,737,150,1608,279,Normal Weekday,WITHOUT BIKES @ 7116,190528103A.VL2,LEG7033,VOLUME,-13665130.964200001,5714629.443899997
112,N BURLINGTON AVE N of PRINCETON ST,N,5/27/2019,TUE,5/30/2019,FRI,16,7,3,9,3,Bike Count,ONLY BIKES @ 7116,190528103B.VL2,LEG7033,VOLUME,-13665130.964200001,5714629.443899997
113,N BURLINGTON AVE N of PRINCETON ST,S,5/27/2019,TUE,5/30/2019,FRI,59,20,6,39,7,Bike Count,ONLY BIKES @ 7116,190528103B.VL2,LEG7033,VOLUME,-13665130.964200001,5714629.443899997
114,N BURRAGE AVE N of KILLINGSWORTH ST,N,9/16/2019,TUE,9/19/2019,FRI,188,49,13,139,25,Normal Weekday,@ 5615,190917102.VL2,LEG7133,VOLUME,-13658302.922600001,5710575.580200002
115,N BURRAGE AVE N of KILLINGSWORTH ST,S,9/16/2019,TUE,9/19/2019,FRI,313,210,123,103,18,Normal Weekday,@ 5615,190917102.VL2,LEG7133,VOLUME,-13658302.922600001,5710575.580200002
116,N BURRAGE AVE N of WILLAMETTE BLVD,N,2/11/2019,TUE,2/12/2019,WED,169,62,17,107,21,Normal Weekday,,190212104.VL2,LEG7137,VOLUME,-13658301.498100001,5710459.963500001
117,N BURRAGE AVE N of WILLAMETTE BLVD,S,2/11/2019,TUE,2/12/2019,WED,282,169,82,113,20,Normal Weekday,,190212104.VL2,LEG7137,VOLUME,-13658301.498100001,5710459.963500001
118,N BURRAGE AVE N of WILLAMETTE BLVD,N,9/16/2019,TUE,9/19/2019,FRI,167,47,14,120,23,Normal Weekday,@ 5425,19091780.VL2,LEG7137,VOLUME,-13658301.498100001,5710459.963500001
119,N BURRAGE AVE N of WILLAMETTE BLVD,S,9/16/2019,TUE,9/19/2019,FRI,227,123,62,104,18,Normal Weekday,@ 5425,19091780.VL2,LEG7137,VOLUME,-13658301.498100001,5710459.963500001
120,N CAMPBELL AVE S of SIMPSON ST,N,8/24/2014,MON,8/27/2014,THU,152,44,11,108,18,Normal Weekday,@ 5769,14082511.VL2,LEG7202,VOLUME,-13657392.4957,5710977.527599998
121,N CAMPBELL AVE S of SIMPSON ST,S,8/24/2014,MON,8/27/2014,THU,143,51,13,92,15,Normal Weekday,@ 5769,14082511.VL2,LEG7202,VOLUME,-13657392.4957,5710977.527599998
122,N CAMPBELL AVE S of SIMPSON ST,N,2/11/2019,TUE,2/13/2019,THU,167,70,26,97,16,Normal Weekday,@ 5745,19021211.VL2,LEG7202,VOLUME,-13657392.4957,5710977.527599998
123,N CAMPBELL AVE S of SIMPSON ST,S,2/11/2019,TUE,2/13/2019,THU,179,54,16,125,21,Normal Weekday,@ 5745,19021211.VL2,LEG7202,VOLUME,-13657392.4957,5710977.527599998
124,N CENTRAL ST E of BUCHANAN AVE,E,6/29/2015,TUE,7/2/2015,FRI,68,22,7,46,7,Bike Count,BIKE ONLY,15063073.VL2,LEG7360,VOLUME,-13663663.819600001,5714794.8222
125,N CENTRAL ST E of BUCHANAN AVE,W,6/29/2015,TUE,7/2/2015,FRI,48,12,5,36,5,Bike Count,BIKE ONLY,15063073.VL2,LEG7360,VOLUME,-13663663.819600001,5714794.8222
126,N CENTRAL ST E of POLK AVE,/,10/29/2014,THU,10/30/2014,FRI,257,57,13,200,28,Normal Weekday,@ 7616,14103013.VL2,LEG7332,VOLUME,-13663860.7047,5714865.3781
127,N CENTRAL ST E of POLK AVE,W,10/29/2014,THU,10/30/2014,FRI,235,62,16,173,25,Normal Weekday,@ 7616,14103013.VL2,LEG7332,VOLUME,-13663860.7047,5714865.3781
128,N CENTRAL ST E of TYLER AVE,E,10/29/2014,THU,10/30/2014,FRI,119,54,14,65,13,Normal Weekday,@ 7735,14103011.VL2,LEG7330,VOLUME,-13663988.8099,5714908.2190999985
